15,30,60,105,151,201,271,377,528,620,710,771,816,837,831,823,805,765,731,675,625,570,510,460,400,340,285,230,181,150,127,112,100,90,80,70,60,55,53,51,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
0,0,15,45,90,151,226,302,377,483,605,710,816,837,830,823,805,765,731,675,625,570,510,460,400,340,285,230,181,150,127,112,100,90,80,70,60,55,53,51,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0
0,0,0,0,15,30,90,135,256,377,483,710,816,837,830,823,805,765,731,675,625,570,510,460,400,340,285,230,181,150,127,112,100,90,80,70,60,55,53,51,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0
0,0,0,0,0,0,15,45,120,226,377,710,816,837,830,823,805,765,731,675,625,570,510,460,400,340,285,230,181,150,127,112,100,90,80,70,60,55,53,51,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0
